"Letališki potniški in blagovni promet glede na prihod/odhod letal ter redne/posebne prevoze po državah prihoda/odhoda letal, Ljubljana, Letališèe Jožeta Puènika, meseèno"

"MESEC";"PRIHOD/ODHOD LETAL";"DRŽAVA PRIHODA/ODHODA LETAL";"Potniki"
"2005M11";"Odhod letal";"Kosovo";0
"2005M11";"Odhod letal";"Kuvajt";0
"2005M11";"Odhod letal";"Latvija";0
"2005M11";"Odhod letal";"Libanon";0
"2005M11";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M11";"Odhod letal";"Litva";0
"2005M11";"Odhod letal";"Luksemburg";24
"2005M11";"Odhod letal";"Madžarska";847
"2005M11";"Odhod letal";"Severna Makedonija";1310
"2005M11";"Odhod letal";"Malta";0
"2005M11";"Odhod letal";"Maroko";0
"2005M11";"Odhod letal";"Moldavija (Republika)";0
"2005M11";"Odhod letal";"Nemèija";9626
"2005M11";"Odhod letal";"Nigerija";0
"2005M11";"Odhod letal";"Nizozemska";649
"2005M11";"Odhod letal";"Norveška";0
"2005M11";"Odhod letal";"Oman";0
"2005M11";"Odhod letal";"Pakistan";0
"2005M11";"Odhod letal";"Poljska";226
"2005M11";"Odhod letal";"Portugalska";21
"2005M11";"Odhod letal";"Romunija";2
"2005M11";"Odhod letal";"Ruska federacija";1181
"2005M11";"Odhod letal";"Saudska Arabija";0
"2005M11";"Odhod letal";"Sirska Arabska Republika";0
"2005M11";"Odhod letal";"Slovaška";20
"2005M11";"Odhod letal";"Slovenija";15
"2005M11";"Odhod letal";"Somalija";0
"2005M11";"Odhod letal";"Srbija";0
"2005M11";"Odhod letal";"Srbija in Èrna Gora";2596
"2005M11";"Odhod letal";"Sudan";0
"2005M11";"Odhod letal";"Španija";24
"2005M11";"Odhod letal";"Švedska";5
"2005M11";"Odhod letal";"Švica";1023
"2005M11";"Odhod letal";"Tanzanija";0
"2005M11";"Odhod letal";"Tunizija";214
"2005M11";"Odhod letal";"Turèija";4038
"2005M11";"Odhod letal";"Turkmenistan";0
"2005M11";"Odhod letal";"Ukrajina";0
"2005M11";"Odhod letal";"Uzbekistan";0
"2005M11";"Odhod letal";"Združene države";0
"2005M11";"Odhod letal";"Združeni arabski emirati";0
"2005M11";"Odhod letal";"Združeno kraljestvo";4740
"2005M11";"Odhod letal";"Neznano";0
"2005M12";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";39233
"2005M12";"Odhod letal";"Afganistan";0
"2005M12";"Odhod letal";"Albanija";0
"2005M12";"Odhod letal";"Alžirija";0
"2005M12";"Odhod letal";"Armenija";0
"2005M12";"Odhod letal";"Avstrija";2533
"2005M12";"Odhod letal";"Azerbajdžan";0
"2005M12";"Odhod letal";"Belgija";1408
"2005M12";"Odhod letal";"Belorusija";0
"2005M12";"Odhod letal";"Bolgarija";0
"2005M12";"Odhod letal";"Bosna in Hercegovina";1166
"2005M12";"Odhod letal";"Ciper";0
"2005M12";"Odhod letal";"Èad";0
"2005M12";"Odhod letal";"Èeška republika";734
"2005M12";"Odhod letal";"Èrna Gora";0
"2005M12";"Odhod letal";"Danska";540
"2005M12";"Odhod letal";"Egipt";841
"2005M12";"Odhod letal";"Estonija";0
"2005M12";"Odhod letal";"Finska";8
"2005M12";"Odhod letal";"Francija";3724
"2005M12";"Odhod letal";"Gibraltar";0
"2005M12";"Odhod letal";"Grèija";0
"2005M12";"Odhod letal";"Gruzija";0
"2005M12";"Odhod letal";"Hrvaška";1
"2005M12";"Odhod letal";"Iran (Islamska republika)";0
"2005M12";"Odhod letal";"Irska";5
"2005M12";"Odhod letal";"Islandija";0
"2005M12";"Odhod letal";"Italija";192
"2005M12";"Odhod letal";"Izrael";0
"2005M12";"Odhod letal";"Japonska";0
"2005M12";"Odhod letal";"Jordanija";138
"2005M12";"Odhod letal";"Južna Afrika";0
"2005M12";"Odhod letal";"Kanada";0
"2005M12";"Odhod letal";"Katar";0
"2005M12";"Odhod letal";"Kazahstan";0
"2005M12";"Odhod letal";"Kirgizistan";0
"2005M12";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M12";"Odhod letal";"Kosovo";0
"2005M12";"Odhod letal";"Kuvajt";0
"2005M12";"Odhod letal";"Latvija";0
"2005M12";"Odhod letal";"Libanon";0
"2005M12";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M12";"Odhod letal";"Litva";0
"2005M12";"Odhod letal";"Luksemburg";0
"2005M12";"Odhod letal";"Madžarska";681
"2005M12";"Odhod letal";"Severna Makedonija";2137
"2005M12";"Odhod letal";"Malta";161
"2005M12";"Odhod letal";"Maroko";0
"2005M12";"Odhod letal";"Moldavija (Republika)";0
"2005M12";"Odhod letal";"Nemèija";8217
"2005M12";"Odhod letal";"Nigerija";0
"2005M12";"Odhod letal";"Nizozemska";452
"2005M12";"Odhod letal";"Norveška";0
"2005M12";"Odhod letal";"Oman";0
"2005M12";"Odhod letal";"Pakistan";0
"2005M12";"Odhod letal";"Poljska";85
"2005M12";"Odhod letal";"Portugalska";0
"2005M12";"Odhod letal";"Romunija";0
"2005M12";"Odhod letal";"Ruska federacija";815
"2005M12";"Odhod letal";"Saudska Arabija";0
"2005M12";"Odhod letal";"Sirska Arabska Republika";0
"2005M12";"Odhod letal";"Slovaška";6
"2005M12";"Odhod letal";"Slovenija";0
"2005M12";"Odhod letal";"Somalija";0
"2005M12";"Odhod letal";"Srbija";0
"2005M12";"Odhod letal";"Srbija in Èrna Gora";4739
"2005M12";"Odhod letal";"Sudan";0
"2005M12";"Odhod letal";"Španija";162
"2005M12";"Odhod letal";"Švedska";0
"2005M12";"Odhod letal";"Švica";838
"2005M12";"Odhod letal";"Tanzanija";0
"2005M12";"Odhod letal";"Tunizija";335
"2005M12";"Odhod letal";"Turèija";4493
"2005M12";"Odhod letal";"Turkmenistan";0
"2005M12";"Odhod letal";"Ukrajina";8
"2005M12";"Odhod letal";"Uzbekistan";0
"2005M12";"Odhod letal";"Združene države";0
"2005M12";"Odhod letal";"Združeni arabski emirati";0
"2005M12";"Odhod letal";"Združeno kraljestvo";4814
"2005M12";"Odhod letal";"Neznano";0
"2006M01";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";38251
"2006M01";"Odhod letal";"Afganistan";0
"2006M01";"Odhod letal";"Albanija";0
"2006M01";"Odhod letal";"Alžirija";0
"2006M01";"Odhod letal";"Armenija";0
"2006M01";"Odhod letal";"Avstrija";2496
"2006M01";"Odhod letal";"Azerbajdžan";0
"2006M01";"Odhod letal";"Belgija";1846
"2006M01";"Odhod letal";"Belorusija";0
"2006M01";"Odhod letal";"Bolgarija";0
"2006M01";"Odhod letal";"Bosna in Hercegovina";773
"2006M01";"Odhod letal";"Ciper";0
"2006M01";"Odhod letal";"Èad";0
"2006M01";"Odhod letal";"Èeška republika";625
"2006M01";"Odhod letal";"Èrna Gora";0
"2006M01";"Odhod letal";"Danska";577
"2006M01";"Odhod letal";"Egipt";634
"2006M01";"Odhod letal";"Estonija";0
"2006M01";"Odhod letal";"Finska";0
"2006M01";"Odhod letal";"Francija";3764
"2006M01";"Odhod letal";"Gibraltar";0
"2006M01";"Odhod letal";"Grèija";0
"2006M01";"Odhod letal";"Gruzija";0
"2006M01";"Odhod letal";"Hrvaška";0
"2006M01";"Odhod letal";"Iran (Islamska republika)";0
"2006M01";"Odhod letal";"Irska";0
"2006M01";"Odhod letal";"Islandija";0
"2006M01";"Odhod letal";"Italija";0
"2006M01";"Odhod letal";"Izrael";0
"2006M01";"Odhod letal";"Japonska";0
"2006M01";"Odhod letal";"Jordanija";0
"2006M01";"Odhod letal";"Južna Afrika";0
"2006M01";"Odhod letal";"Kanada";0
"2006M01";"Odhod letal";"Katar";0
"2006M01";"Odhod letal";"Kazahstan";0
"2006M01";"Odhod letal";"Kirgizistan";0
"2006M01";"Odhod letal";"Kitajska (Ljudska republika)";0
"2006M01";"Odhod letal";"Kosovo";0
"2006M01";"Odhod letal";"Kuvajt";0
"2006M01";"Odhod letal";"Latvija";0
"2006M01";"Odhod letal";"Libanon";0
"2006M01";"Odhod letal";"Libijska Arabska Džamahirija";0
"2006M01";"Odhod letal";"Litva";0
"2006M01";"Odhod letal";"Luksemburg";0
"2006M01";"Odhod letal";"Madžarska";600
"2006M01";"Odhod letal";"Severna Makedonija";1151
"2006M01";"Odhod letal";"Malta";90
"2006M01";"Odhod letal";"Maroko";0
"2006M01";"Odhod letal";"Moldavija (Republika)";0
"2006M01";"Odhod letal";"Nemèija";9344
"2006M01";"Odhod letal";"Nigerija";0
"2006M01";"Odhod letal";"Nizozemska";579
"2006M01";"Odhod letal";"Norveška";48
"2006M01";"Odhod letal";"Oman";0
"2006M01";"Odhod letal";"Pakistan";0
"2006M01";"Odhod letal";"Poljska";145
"2006M01";"Odhod letal";"Portugalska";0
"2006M01";"Odhod letal";"Romunija";0
"2006M01";"Odhod letal";"Ruska federacija";1846
"2006M01";"Odhod letal";"Saudska Arabija";0
"2006M01";"Odhod letal";"Sirska Arabska Republika";0
"2006M01";"Odhod letal";"Slovaška";0
"2006M01";"Odhod letal";"Slovenija";0
"2006M01";"Odhod letal";"Somalija";0
"2006M01";"Odhod letal";"Srbija";0
"2006M01";"Odhod letal";"Srbija in Èrna Gora";2561
"2006M01";"Odhod letal";"Sudan";0
"2006M01";"Odhod letal";"Španija";315
"2006M01";"Odhod letal";"Švedska";0
"2006M01";"Odhod letal";"Švica";1158
"2006M01";"Odhod letal";"Tanzanija";0
"2006M01";"Odhod letal";"Tunizija";0
"2006M01";"Odhod letal";"Turèija";3618
"2006M01";"Odhod letal";"Turkmenistan";0
"2006M01";"Odhod letal";"Ukrajina";335
"2006M01";"Odhod letal";"Uzbekistan";0
"2006M01";"Odhod letal";"Združene države";0
"2006M01";"Odhod letal";"Združeni arabski emirati";0
"2006M01";"Odhod letal";"Združeno kraljestvo";5746
"2006M01";"Odhod letal";"Neznano";0
"2006M02";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";36521
"2006M02";"Odhod letal";"Afganistan";0
"2006M02";"Odhod letal";"Albanija";0
"2006M02";"Odhod letal";"Alžirija";0
"2006M02";"Odhod letal";"Armenija";0
"2006M02";"Odhod letal";"Avstrija";2614
"2006M02";"Odhod letal";"Azerbajdžan";0
"2006M02";"Odhod letal";"Belgija";1684
"2006M02";"Odhod letal";"Belorusija";0
"2006M02";"Odhod letal";"Bolgarija";0
"2006M02";"Odhod letal";"Bosna in Hercegovina";894
"2006M02";"Odhod letal";"Ciper";0
"2006M02";"Odhod letal";"Èad";0
"2006M02";"Odhod letal";"Èeška republika";861
"2006M02";"Odhod letal";"Èrna Gora";0
"2006M02";"Odhod letal";"Danska";480
"2006M02";"Odhod letal";"Egipt";625
"2006M02";"Odhod letal";"Estonija";0
"2006M02";"Odhod letal";"Finska";0
"2006M02";"Odhod letal";"Francija";3976
"2006M02";"Odhod letal";"Gibraltar";0
"2006M02";"Odhod letal";"Grèija";0
"2006M02";"Odhod letal";"Gruzija";0
"2006M02";"Odhod letal";"Hrvaška";0
"2006M02";"Odhod letal";"Iran (Islamska republika)";0
"2006M02";"Odhod letal";"Irska";0
"2006M02";"Odhod letal";"Islandija";0
"2006M02";"Odhod letal";"Italija";0
"2006M02";"Odhod letal";"Izrael";0
"2006M02";"Odhod letal";"Japonska";0
"2006M02";"Odhod letal";"Jordanija";303
"2006M02";"Odhod letal";"Južna Afrika";0
"2006M02";"Odhod letal";"Kanada";0
"2006M02";"Odhod letal";"Katar";0
"2006M02";"Odhod letal";"Kazahstan";0
"2006M02";"Odhod letal";"Kirgizistan";0
"2006M02";"Odhod letal";"Kitajska (Ljudska republika)";0
"2006M02";"Odhod letal";"Kosovo";0
"2006M02";"Odhod letal";"Kuvajt";0
"2006M02";"Odhod letal";"Latvija";0
"2006M02";"Odhod letal";"Libanon";0
"2006M02";"Odhod letal";"Libijska Arabska Džamahirija";0
"2006M02";"Odhod letal";"Litva";0
"2006M02";"Odhod letal";"Luksemburg";0
"2006M02";"Odhod letal";"Madžarska";500
"2006M02";"Odhod letal";"Severna Makedonija";1133
"2006M02";"Odhod letal";"Malta";0
"2006M02";"Odhod letal";"Maroko";0
"2006M02";"Odhod letal";"Moldavija (Republika)";0
"2006M02";"Odhod letal";"Nemèija";8780
"2006M02";"Odhod letal";"Nigerija";0
"2006M02";"Odhod letal";"Nizozemska";540
"2006M02";"Odhod letal";"Norveška";0
"2006M02";"Odhod letal";"Oman";0
"2006M02";"Odhod letal";"Pakistan";0
"2006M02";"Odhod letal";"Poljska";154
"2006M02";"Odhod letal";"Portugalska";0
"2006M02";"Odhod letal";"Romunija";0
"2006M02";"Odhod letal";"Ruska federacija";811
"2006M02";"Odhod letal";"Saudska Arabija";0
"2006M02";"Odhod letal";"Sirska Arabska Republika";0
"2006M02";"Odhod letal";"Slovaška";0
"2006M02";"Odhod letal";"Slovenija";0
"2006M02";"Odhod letal";"Somalija";0
"2006M02";"Odhod letal";"Srbija";0
"2006M02";"Odhod letal";"Srbija in Èrna Gora";2538
"2006M02";"Odhod letal";"Sudan";0
"2006M02";"Odhod letal";"Španija";47
"2006M02";"Odhod letal";"Švedska";0
"2006M02";"Odhod letal";"Švica";879
"2006M02";"Odhod letal";"Tanzanija";0
"2006M02";"Odhod letal";"Tunizija";0
"2006M02";"Odhod letal";"Turèija";3859
"2006M02";"Odhod letal";"Turkmenistan";0
"2006M02";"Odhod letal";"Ukrajina";0
"2006M02";"Odhod letal";"Uzbekistan";0
"2006M02";"Odhod letal";"Združene države";0
"2006M02";"Odhod letal";"Združeni arabski emirati";0
"2006M02";"Odhod letal";"Združeno kraljestvo";5843
"2006M02";"Odhod letal";"Neznano";0
"2006M03";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";41677
"2006M03";"Odhod letal";"Afganistan";0
"2006M03";"Odhod letal";"Albanija";0
"2006M03";"Odhod letal";"Alžirija";0
"2006M03";"Odhod letal";"Armenija";0
"2006M03";"Odhod letal";"Avstrija";3116
"2006M03";"Odhod letal";"Azerbajdžan";0
"2006M03";"Odhod letal";"Belgija";2001
"2006M03";"Odhod letal";"Belorusija";0
"2006M03";"Odhod letal";"Bolgarija";0
"2006M03";"Odhod letal";"Bosna in Hercegovina";951
"2006M03";"Odhod letal";"Ciper";0
"2006M03";"Odhod letal";"Èad";0
"2006M03";"Odhod letal";"Èeška republika";1154
"2006M03";"Odhod letal";"Èrna Gora";0
"2006M03";"Odhod letal";"Danska";503
"2006M03";"Odhod letal";"Egipt";767
"2006M03";"Odhod letal";"Estonija";0
"2006M03";"Odhod letal";"Finska";0
"2006M03";"Odhod letal";"Francija";4060
"2006M03";"Odhod letal";"Gibraltar";0
"2006M03";"Odhod letal";"Grèija";0
"2006M03";"Odhod letal";"Gruzija";0
"2006M03";"Odhod letal";"Hrvaška";0
"2006M03";"Odhod letal";"Iran (Islamska republika)";0
"2006M03";"Odhod letal";"Irska";0
"2006M03";"Odhod letal";"Islandija";149
"2006M03";"Odhod letal";"Italija";15
"2006M03";"Odhod letal";"Izrael";0
"2006M03";"Odhod letal";"Japonska";0
"2006M03";"Odhod letal";"Jordanija";0
"2006M03";"Odhod letal";"Južna Afrika";0
"2006M03";"Odhod letal";"Kanada";0
"2006M03";"Odhod letal";"Katar";0
"2006M03";"Odhod letal";"Kazahstan";0
"2006M03";"Odhod letal";"Kirgizistan";0
"2006M03";"Odhod letal";"Kitajska (Ljudska republika)";0
"2006M03";"Odhod letal";"Kosovo";0
"2006M03";"Odhod letal";"Kuvajt";0
"2006M03";"Odhod letal";"Latvija";0
"2006M03";"Odhod letal";"Libanon";0
"2006M03";"Odhod letal";"Libijska Arabska Džamahirija";0
"2006M03";"Odhod letal";"Litva";0
"2006M03";"Odhod letal";"Luksemburg";0
"2006M03";"Odhod letal";"Madžarska";960
"2006M03";"Odhod letal";"Severna Makedonija";1273
"2006M03";"Odhod letal";"Malta";0
"2006M03";"Odhod letal";"Maroko";0
"2006M03";"Odhod letal";"Moldavija (Republika)";0
"2006M03";"Odhod letal";"Nemèija";10450
"2006M03";"Odhod letal";"Nigerija";0
"2006M03";"Odhod letal";"Nizozemska";590
"2006M03";"Odhod letal";"Norveška";0
"2006M03";"Odhod letal";"Oman";0
"2006M03";"Odhod letal";"Pakistan";0
"2006M03";"Odhod letal";"Poljska";147
"2006M03";"Odhod letal";"Portugalska";0
"2006M03";"Odhod letal";"Romunija";0
"2006M03";"Odhod letal";"Ruska federacija";1190
"2006M03";"Odhod letal";"Saudska Arabija";0
"2006M03";"Odhod letal";"Sirska Arabska Republika";0
"2006M03";"Odhod letal";"Slovaška";0
"2006M03";"Odhod letal";"Slovenija";0
"2006M03";"Odhod letal";"Somalija";0
"2006M03";"Odhod letal";"Srbija";0
"2006M03";"Odhod letal";"Srbija in Èrna Gora";2946
"2006M03";"Odhod letal";"Sudan";0
"2006M03";"Odhod letal";"Španija";70
"2006M03";"Odhod letal";"Švedska";0
"2006M03";"Odhod letal";"Švica";1201
"2006M03";"Odhod letal";"Tanzanija";0
"2006M03";"Odhod letal";"Tunizija";0
"2006M03";"Odhod letal";"Turèija";4318
"2006M03";"Odhod letal";"Turkmenistan";0
"2006M03";"Odhod letal";"Ukrajina";0
"2006M03";"Odhod letal";"Uzbekistan";0
"2006M03";"Odhod letal";"Združene države";0
"2006M03";"Odhod letal";"Združeni arabski emirati";0
"2006M03";"Odhod letal";"Združeno kraljestvo";5816
"2006M03";"Odhod letal";"Neznano";0
"2006M04";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";46552
"2006M04";"Odhod letal";"Afganistan";0
"2006M04";"Odhod letal";"Albanija";0
"2006M04";"Odhod letal";"Alžirija";0
"2006M04";"Odhod letal";"Armenija";0
"2006M04";"Odhod letal";"Avstrija";3063
"2006M04";"Odhod letal";"Azerbajdžan";0
"2006M04";"Odhod letal";"Belgija";1509
"2006M04";"Odhod letal";"Belorusija";0
"2006M04";"Odhod letal";"Bolgarija";82
"2006M04";"Odhod letal";"Bosna in Hercegovina";984
"2006M04";"Odhod letal";"Ciper";182
"2006M04";"Odhod letal";"Èad";0
"2006M04";"Odhod letal";"Èeška republika";1380
"2006M04";"Odhod letal";"Èrna Gora";0
"2006M04";"Odhod letal";"Danska";848
"2006M04";"Odhod letal";"Egipt";1128
"2006M04";"Odhod letal";"Estonija";0
"2006M04";"Odhod letal";"Finska";0
"2006M04";"Odhod letal";"Francija";5695
"2006M04";"Odhod letal";"Gibraltar";0
"2006M04";"Odhod letal";"Grèija";564
"2006M04";"Odhod letal";"Gruzija";0
"2006M04";"Odhod letal";"Hrvaška";0
"2006M04";"Odhod letal";"Iran (Islamska republika)";0
"2006M04";"Odhod letal";"Irska";0
"2006M04";"Odhod letal";"Islandija";354
"2006M04";"Odhod letal";"Italija";711
"2006M04";"Odhod letal";"Izrael";0
"2006M04";"Odhod letal";"Japonska";0
"2006M04";"Odhod letal";"Jordanija";267
"2006M04";"Odhod letal";"Južna Afrika";0
"2006M04";"Odhod letal";"Kanada";0
"2006M04";"Odhod letal";"Katar";0
"2006M04";"Odhod letal";"Kazahstan";0
"2006M04";"Odhod letal";"Kirgizistan";0
"2006M04";"Odhod letal";"Kitajska (Ljudska republika)";0
"2006M04";"Odhod letal";"Kosovo";0
"2006M04";"Odhod letal";"Kuvajt";0
"2006M04";"Odhod letal";"Latvija";0
"2006M04";"Odhod letal";"Libanon";0
"2006M04";"Odhod letal";"Libijska Arabska Džamahirija";0
"2006M04";"Odhod letal";"Litva";0
"2006M04";"Odhod letal";"Luksemburg";0
"2006M04";"Odhod letal";"Madžarska";1013
"2006M04";"Odhod letal";"Severna Makedonija";1950
"2006M04";"Odhod letal";"Malta";0
"2006M04";"Odhod letal";"Maroko";0
"2006M04";"Odhod letal";"Moldavija (Republika)";0
"2006M04";"Odhod letal";"Nemèija";7958
"2006M04";"Odhod letal";"Nigerija";0
"2006M04";"Odhod letal";"Nizozemska";727
"2006M04";"Odhod letal";"Norveška";0
"2006M04";"Odhod letal";"Oman";0
"2006M04";"Odhod letal";"Pakistan";0
"2006M04";"Odhod letal";"Poljska";9
"2006M04";"Odhod letal";"Portugalska";0
"2006M04";"Odhod letal";"Romunija";0
"2006M04";"Odhod letal";"Ruska federacija";1046
"2006M04";"Odhod letal";"Saudska Arabija";0
"2006M04";"Odhod letal";"Sirska Arabska Republika";0
"2006M04";"Odhod letal";"Slovaška";0
"2006M04";"Odhod letal";"Slovenija";0
"2006M04";"Odhod letal";"Somalija";0
"2006M04";"Odhod letal";"Srbija";0
"2006M04";"Odhod letal";"Srbija in Èrna Gora";3587
"2006M04";"Odhod letal";"Sudan";0
"2006M04";"Odhod letal";"Španija";663
"2006M04";"Odhod letal";"Švedska";0
"2006M04";"Odhod letal";"Švica";1290
"2006M04";"Odhod letal";"Tanzanija";0
"2006M04";"Odhod letal";"Tunizija";779
"2006M04";"Odhod letal";"Turèija";4628
"2006M04";"Odhod letal";"Turkmenistan";0
"2006M04";"Odhod letal";"Ukrajina";0
"2006M04";"Odhod letal";"Uzbekistan";0
"2006M04";"Odhod letal";"Združene države";0
"2006M04";"Odhod letal";"Združeni arabski emirati";0
"2006M04";"Odhod letal";"Združeno kraljestvo";6135
"2006M04";"Odhod letal";"Neznano";0
"2006M05";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";51996
"2006M05";"Odhod letal";"Afganistan";0
"2006M05";"Odhod letal";"Albanija";279
"2006M05";"Odhod letal";"Alžirija";0
"2006M05";"Odhod letal";"Armenija";31
"2006M05";"Odhod letal";"Avstrija";3962
"2006M05";"Odhod letal";"Azerbajdžan";0
"2006M05";"Odhod letal";"Belgija";3470
"2006M05";"Odhod letal";"Belorusija";0
"2006M05";"Odhod letal";"Bolgarija";196
"2006M05";"Odhod letal";"Bosna in Hercegovina";1198
"2006M05";"Odhod letal";"Ciper";0
"2006M05";"Odhod letal";"Èad";0
"2006M05";"Odhod letal";"Èeška republika";1630
"2006M05";"Odhod letal";"Èrna Gora";0
"2006M05";"Odhod letal";"Danska";1072
"2006M05";"Odhod letal";"Egipt";83
"2006M05";"Odhod letal";"Estonija";0
"2006M05";"Odhod letal";"Finska";0
"2006M05";"Odhod letal";"Francija";4977
"2006M05";"Odhod letal";"Gibraltar";0
"2006M05";"Odhod letal";"Grèija";465
"2006M05";"Odhod letal";"Gruzija";0
"2006M05";"Odhod letal";"Hrvaška";13
"2006M05";"Odhod letal";"Iran (Islamska republika)";0
"2006M05";"Odhod letal";"Irska";52
"2006M05";"Odhod letal";"Islandija";182
"2006M05";"Odhod letal";"Italija";385
"2006M05";"Odhod letal";"Izrael";0
"2006M05";"Odhod letal";"Japonska";0
"2006M05";"Odhod letal";"Jordanija";0
"2006M05";"Odhod letal";"Južna Afrika";0
"2006M05";"Odhod letal";"Kanada";0
"2006M05";"Odhod letal";"Katar";0
"2006M05";"Odhod letal";"Kazahstan";0
"2006M05";"Odhod letal";"Kirgizistan";0
"2006M05";"Odhod letal";"Kitajska (Ljudska republika)";0
"2006M05";"Odhod letal";"Kosovo";0
"2006M05";"Odhod letal";"Kuvajt";0
"2006M05";"Odhod letal";"Latvija";70
"2006M05";"Odhod letal";"Libanon";0
"2006M05";"Odhod letal";"Libijska Arabska Džamahirija";0
"2006M05";"Odhod letal";"Litva";0
"2006M05";"Odhod letal";"Luksemburg";0
"2006M05";"Odhod letal";"Madžarska";1017
"2006M05";"Odhod letal";"Severna Makedonija";1932
"2006M05";"Odhod letal";"Malta";0
"2006M05";"Odhod letal";"Maroko";0
"2006M05";"Odhod letal";"Moldavija (Republika)";0
"2006M05";"Odhod letal";"Nemèija";8266
"2006M05";"Odhod letal";"Nigerija";0
"2006M05";"Odhod letal";"Nizozemska";781
"2006M05";"Odhod letal";"Norveška";0
"2006M05";"Odhod letal";"Oman";0
"2006M05";"Odhod letal";"Pakistan";0
"2006M05";"Odhod letal";"Poljska";156
"2006M05";"Odhod letal";"Portugalska";0
"2006M05";"Odhod letal";"Romunija";49
"2006M05";"Odhod letal";"Ruska federacija";1688
"2006M05";"Odhod letal";"Saudska Arabija";0
"2006M05";"Odhod letal";"Sirska Arabska Republika";19
"2006M05";"Odhod letal";"Slovaška";0
"2006M05";"Odhod letal";"Slovenija";0
"2006M05";"Odhod letal";"Somalija";0
"2006M05";"Odhod letal";"Srbija";0
"2006M05";"Odhod letal";"Srbija in Èrna Gora";3431
"2006M05";"Odhod letal";"Sudan";0
"2006M05";"Odhod letal";"Španija";855
"2006M05";"Odhod letal";"Švedska";22
"2006M05";"Odhod letal";"Švica";1833
"2006M05";"Odhod letal";"Tanzanija";0
"2006M05";"Odhod letal";"Tunizija";1545
"2006M05";"Odhod letal";"Turèija";4918
"2006M05";"Odhod letal";"Turkmenistan";0
"2006M05";"Odhod letal";"Ukrajina";0
"2006M05";"Odhod letal";"Uzbekistan";0
"2006M05";"Odhod letal";"Združene države";0
"2006M05";"Odhod letal";"Združeni arabski emirati";0
"2006M05";"Odhod letal";"Združeno kraljestvo";7419
"2006M05";"Odhod letal";"Neznano";0
"2006M06";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";68149
"2006M06";"Odhod letal";"Afganistan";0
"2006M06";"Odhod letal";"Albanija";567
"2006M06";"Odhod letal";"Alžirija";0
"2006M06";"Odhod letal";"Armenija";0
"2006M06";"Odhod letal";"Avstrija";3825
"2006M06";"Odhod letal";"Azerbajdžan";0
"2006M06";"Odhod letal";"Belgija";3333
"2006M06";"Odhod letal";"Belorusija";0
"2006M06";"Odhod letal";"Bolgarija";857
"2006M06";"Odhod letal";"Bosna in Hercegovina";1156
"2006M06";"Odhod letal";"Ciper";0
"2006M06";"Odhod letal";"Èad";0
