"Letališki potniški in blagovni promet glede na prihod/odhod letal ter redne/posebne prevoze po državah prihoda/odhoda letal, Ljubljana, Letališèe Jožeta Puènika, meseèno"

"MESEC";"PRIHOD/ODHOD LETAL";"DRŽAVA PRIHODA/ODHODA LETAL";"Potniki"
"2012M03";"Odhod letal";"Turèija";4849
"2012M03";"Odhod letal";"Turkmenistan";0
"2012M03";"Odhod letal";"Ukrajina";0
"2012M03";"Odhod letal";"Uzbekistan";0
"2012M03";"Odhod letal";"Združene države";0
"2012M03";"Odhod letal";"Združeni arabski emirati";0
"2012M03";"Odhod letal";"Združeno kraljestvo";4331
"2012M03";"Odhod letal";"Neznano";0
"2012M04";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";47398
"2012M04";"Odhod letal";"Afganistan";0
"2012M04";"Odhod letal";"Albanija";1093
"2012M04";"Odhod letal";"Alžirija";0
"2012M04";"Odhod letal";"Armenija";0
"2012M04";"Odhod letal";"Avstrija";2568
"2012M04";"Odhod letal";"Azerbajdžan";0
"2012M04";"Odhod letal";"Belgija";2371
"2012M04";"Odhod letal";"Belorusija";0
"2012M04";"Odhod letal";"Bolgarija";0
"2012M04";"Odhod letal";"Bosna in Hercegovina";732
"2012M04";"Odhod letal";"Ciper";0
"2012M04";"Odhod letal";"Èad";0
"2012M04";"Odhod letal";"Èeška republika";641
"2012M04";"Odhod letal";"Èrna Gora";787
"2012M04";"Odhod letal";"Danska";1146
"2012M04";"Odhod letal";"Egipt";781
"2012M04";"Odhod letal";"Estonija";0
"2012M04";"Odhod letal";"Finska";1458
"2012M04";"Odhod letal";"Francija";2810
"2012M04";"Odhod letal";"Gibraltar";0
"2012M04";"Odhod letal";"Grèija";0
"2012M04";"Odhod letal";"Gruzija";0
"2012M04";"Odhod letal";"Hrvaška";0
"2012M04";"Odhod letal";"Iran (Islamska republika)";0
"2012M04";"Odhod letal";"Irska";0
"2012M04";"Odhod letal";"Islandija";183
"2012M04";"Odhod letal";"Italija";133
"2012M04";"Odhod letal";"Izrael";86
"2012M04";"Odhod letal";"Japonska";0
"2012M04";"Odhod letal";"Jordanija";43
"2012M04";"Odhod letal";"Južna Afrika";0
"2012M04";"Odhod letal";"Kanada";0
"2012M04";"Odhod letal";"Katar";0
"2012M04";"Odhod letal";"Kazahstan";0
"2012M04";"Odhod letal";"Kirgizistan";0
"2012M04";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M04";"Odhod letal";"Kosovo";0
"2012M04";"Odhod letal";"Kuvajt";0
"2012M04";"Odhod letal";"Latvija";0
"2012M04";"Odhod letal";"Libanon";0
"2012M04";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M04";"Odhod letal";"Litva";0
"2012M04";"Odhod letal";"Luksemburg";0
"2012M04";"Odhod letal";"Madžarska";0
"2012M04";"Odhod letal";"Severna Makedonija";2189
"2012M04";"Odhod letal";"Malta";0
"2012M04";"Odhod letal";"Maroko";0
"2012M04";"Odhod letal";"Moldavija (Republika)";0
"2012M04";"Odhod letal";"Nemèija";8077
"2012M04";"Odhod letal";"Nigerija";0
"2012M04";"Odhod letal";"Nizozemska";1423
"2012M04";"Odhod letal";"Norveška";0
"2012M04";"Odhod letal";"Oman";0
"2012M04";"Odhod letal";"Pakistan";0
"2012M04";"Odhod letal";"Poljska";0
"2012M04";"Odhod letal";"Portugalska";0
"2012M04";"Odhod letal";"Romunija";0
"2012M04";"Odhod letal";"Ruska federacija";2634
"2012M04";"Odhod letal";"Saudska Arabija";0
"2012M04";"Odhod letal";"Sirska Arabska Republika";0
"2012M04";"Odhod letal";"Slovaška";39
"2012M04";"Odhod letal";"Slovenija";0
"2012M04";"Odhod letal";"Somalija";0
"2012M04";"Odhod letal";"Srbija";2392
"2012M04";"Odhod letal";"Srbija in Èrna Gora";0
"2012M04";"Odhod letal";"Sudan";0
"2012M04";"Odhod letal";"Španija";812
"2012M04";"Odhod letal";"Švedska";0
"2012M04";"Odhod letal";"Švica";2963
"2012M04";"Odhod letal";"Tanzanija";0
"2012M04";"Odhod letal";"Tunizija";393
"2012M04";"Odhod letal";"Turèija";6680
"2012M04";"Odhod letal";"Turkmenistan";0
"2012M04";"Odhod letal";"Ukrajina";0
"2012M04";"Odhod letal";"Uzbekistan";0
"2012M04";"Odhod letal";"Združene države";0
"2012M04";"Odhod letal";"Združeni arabski emirati";0
"2012M04";"Odhod letal";"Združeno kraljestvo";4964
"2012M04";"Odhod letal";"Neznano";0
"2012M05";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";47671
"2012M05";"Odhod letal";"Afganistan";0
"2012M05";"Odhod letal";"Albanija";1009
"2012M05";"Odhod letal";"Alžirija";0
"2012M05";"Odhod letal";"Armenija";0
"2012M05";"Odhod letal";"Avstrija";2879
"2012M05";"Odhod letal";"Azerbajdžan";0
"2012M05";"Odhod letal";"Belgija";2609
"2012M05";"Odhod letal";"Belorusija";0
"2012M05";"Odhod letal";"Bolgarija";0
"2012M05";"Odhod letal";"Bosna in Hercegovina";742
"2012M05";"Odhod letal";"Ciper";0
"2012M05";"Odhod letal";"Èad";0
"2012M05";"Odhod letal";"Èeška republika";997
"2012M05";"Odhod letal";"Èrna Gora";992
"2012M05";"Odhod letal";"Danska";888
"2012M05";"Odhod letal";"Egipt";547
"2012M05";"Odhod letal";"Estonija";0
"2012M05";"Odhod letal";"Finska";1613
"2012M05";"Odhod letal";"Francija";2252
"2012M05";"Odhod letal";"Gibraltar";0
"2012M05";"Odhod letal";"Grèija";150
"2012M05";"Odhod letal";"Gruzija";38
"2012M05";"Odhod letal";"Hrvaška";3
"2012M05";"Odhod letal";"Iran (Islamska republika)";0
"2012M05";"Odhod letal";"Irska";0
"2012M05";"Odhod letal";"Islandija";179
"2012M05";"Odhod letal";"Italija";34
"2012M05";"Odhod letal";"Izrael";0
"2012M05";"Odhod letal";"Japonska";0
"2012M05";"Odhod letal";"Jordanija";0
"2012M05";"Odhod letal";"Južna Afrika";0
"2012M05";"Odhod letal";"Kanada";0
"2012M05";"Odhod letal";"Katar";0
"2012M05";"Odhod letal";"Kazahstan";0
"2012M05";"Odhod letal";"Kirgizistan";0
"2012M05";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M05";"Odhod letal";"Kosovo";0
"2012M05";"Odhod letal";"Kuvajt";0
"2012M05";"Odhod letal";"Latvija";0
"2012M05";"Odhod letal";"Libanon";0
"2012M05";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M05";"Odhod letal";"Litva";0
"2012M05";"Odhod letal";"Luksemburg";0
"2012M05";"Odhod letal";"Madžarska";0
"2012M05";"Odhod letal";"Severna Makedonija";2309
"2012M05";"Odhod letal";"Malta";0
"2012M05";"Odhod letal";"Maroko";0
"2012M05";"Odhod letal";"Moldavija (Republika)";0
"2012M05";"Odhod letal";"Nemèija";9149
"2012M05";"Odhod letal";"Nigerija";0
"2012M05";"Odhod letal";"Nizozemska";1199
"2012M05";"Odhod letal";"Norveška";0
"2012M05";"Odhod letal";"Oman";0
"2012M05";"Odhod letal";"Pakistan";0
"2012M05";"Odhod letal";"Poljska";0
"2012M05";"Odhod letal";"Portugalska";0
"2012M05";"Odhod letal";"Romunija";0
"2012M05";"Odhod letal";"Ruska federacija";3170
"2012M05";"Odhod letal";"Saudska Arabija";0
"2012M05";"Odhod letal";"Sirska Arabska Republika";0
"2012M05";"Odhod letal";"Slovaška";0
"2012M05";"Odhod letal";"Slovenija";0
"2012M05";"Odhod letal";"Somalija";0
"2012M05";"Odhod letal";"Srbija";2099
"2012M05";"Odhod letal";"Srbija in Èrna Gora";0
"2012M05";"Odhod letal";"Sudan";0
"2012M05";"Odhod letal";"Španija";693
"2012M05";"Odhod letal";"Švedska";0
"2012M05";"Odhod letal";"Švica";3455
"2012M05";"Odhod letal";"Tanzanija";0
"2012M05";"Odhod letal";"Tunizija";953
"2012M05";"Odhod letal";"Turèija";4737
"2012M05";"Odhod letal";"Turkmenistan";0
"2012M05";"Odhod letal";"Ukrajina";0
"2012M05";"Odhod letal";"Uzbekistan";0
"2012M05";"Odhod letal";"Združene države";0
"2012M05";"Odhod letal";"Združeni arabski emirati";0
"2012M05";"Odhod letal";"Združeno kraljestvo";4975
"2012M05";"Odhod letal";"Neznano";0
"2012M06";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";59689
"2012M06";"Odhod letal";"Afganistan";0
"2012M06";"Odhod letal";"Albanija";1175
"2012M06";"Odhod letal";"Alžirija";0
"2012M06";"Odhod letal";"Armenija";0
"2012M06";"Odhod letal";"Avstrija";3262
"2012M06";"Odhod letal";"Azerbajdžan";0
"2012M06";"Odhod letal";"Belgija";2636
"2012M06";"Odhod letal";"Belorusija";0
"2012M06";"Odhod letal";"Bolgarija";332
"2012M06";"Odhod letal";"Bosna in Hercegovina";840
"2012M06";"Odhod letal";"Ciper";0
"2012M06";"Odhod letal";"Èad";0
"2012M06";"Odhod letal";"Èeška republika";561
"2012M06";"Odhod letal";"Èrna Gora";1053
"2012M06";"Odhod letal";"Danska";1156
"2012M06";"Odhod letal";"Egipt";1912
"2012M06";"Odhod letal";"Estonija";0
"2012M06";"Odhod letal";"Finska";1770
"2012M06";"Odhod letal";"Francija";2599
"2012M06";"Odhod letal";"Gibraltar";0
"2012M06";"Odhod letal";"Grèija";4596
"2012M06";"Odhod letal";"Gruzija";0
"2012M06";"Odhod letal";"Hrvaška";259
"2012M06";"Odhod letal";"Iran (Islamska republika)";0
"2012M06";"Odhod letal";"Irska";0
"2012M06";"Odhod letal";"Islandija";135
"2012M06";"Odhod letal";"Italija";139
"2012M06";"Odhod letal";"Izrael";150
"2012M06";"Odhod letal";"Japonska";227
"2012M06";"Odhod letal";"Jordanija";4
"2012M06";"Odhod letal";"Južna Afrika";0
"2012M06";"Odhod letal";"Kanada";0
"2012M06";"Odhod letal";"Katar";0
"2012M06";"Odhod letal";"Kazahstan";0
"2012M06";"Odhod letal";"Kirgizistan";0
"2012M06";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M06";"Odhod letal";"Kosovo";0
"2012M06";"Odhod letal";"Kuvajt";0
"2012M06";"Odhod letal";"Latvija";0
"2012M06";"Odhod letal";"Libanon";0
"2012M06";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M06";"Odhod letal";"Litva";0
"2012M06";"Odhod letal";"Luksemburg";0
"2012M06";"Odhod letal";"Madžarska";0
"2012M06";"Odhod letal";"Severna Makedonija";3055
"2012M06";"Odhod letal";"Malta";85
"2012M06";"Odhod letal";"Maroko";0
"2012M06";"Odhod letal";"Moldavija (Republika)";0
"2012M06";"Odhod letal";"Nemèija";9098
"2012M06";"Odhod letal";"Nigerija";0
"2012M06";"Odhod letal";"Nizozemska";1294
"2012M06";"Odhod letal";"Norveška";0
"2012M06";"Odhod letal";"Oman";0
"2012M06";"Odhod letal";"Pakistan";0
"2012M06";"Odhod letal";"Poljska";0
"2012M06";"Odhod letal";"Portugalska";0
"2012M06";"Odhod letal";"Romunija";0
"2012M06";"Odhod letal";"Ruska federacija";3086
"2012M06";"Odhod letal";"Saudska Arabija";0
"2012M06";"Odhod letal";"Sirska Arabska Republika";0
"2012M06";"Odhod letal";"Slovaška";0
"2012M06";"Odhod letal";"Slovenija";0
"2012M06";"Odhod letal";"Somalija";0
"2012M06";"Odhod letal";"Srbija";2827
"2012M06";"Odhod letal";"Srbija in Èrna Gora";0
"2012M06";"Odhod letal";"Sudan";0
"2012M06";"Odhod letal";"Španija";754
"2012M06";"Odhod letal";"Švedska";0
"2012M06";"Odhod letal";"Švica";3467
"2012M06";"Odhod letal";"Tanzanija";0
"2012M06";"Odhod letal";"Tunizija";917
"2012M06";"Odhod letal";"Turèija";6271
"2012M06";"Odhod letal";"Turkmenistan";0
"2012M06";"Odhod letal";"Ukrajina";0
"2012M06";"Odhod letal";"Uzbekistan";0
"2012M06";"Odhod letal";"Združene države";0
"2012M06";"Odhod letal";"Združeni arabski emirati";0
"2012M06";"Odhod letal";"Združeno kraljestvo";6029
"2012M06";"Odhod letal";"Neznano";0
"2012M07";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";71869
"2012M07";"Odhod letal";"Afganistan";0
"2012M07";"Odhod letal";"Albanija";1792
"2012M07";"Odhod letal";"Alžirija";0
"2012M07";"Odhod letal";"Armenija";0
"2012M07";"Odhod letal";"Avstrija";2481
"2012M07";"Odhod letal";"Azerbajdžan";0
"2012M07";"Odhod letal";"Belgija";2309
"2012M07";"Odhod letal";"Belorusija";0
"2012M07";"Odhod letal";"Bolgarija";774
"2012M07";"Odhod letal";"Bosna in Hercegovina";900
"2012M07";"Odhod letal";"Ciper";0
"2012M07";"Odhod letal";"Èad";0
"2012M07";"Odhod letal";"Èeška republika";65
"2012M07";"Odhod letal";"Èrna Gora";1036
"2012M07";"Odhod letal";"Danska";2065
"2012M07";"Odhod letal";"Egipt";2643
"2012M07";"Odhod letal";"Estonija";0
"2012M07";"Odhod letal";"Finska";2086
"2012M07";"Odhod letal";"Francija";2317
"2012M07";"Odhod letal";"Gibraltar";0
"2012M07";"Odhod letal";"Grèija";7950
"2012M07";"Odhod letal";"Gruzija";0
"2012M07";"Odhod letal";"Hrvaška";401
"2012M07";"Odhod letal";"Iran (Islamska republika)";0
"2012M07";"Odhod letal";"Irska";0
"2012M07";"Odhod letal";"Islandija";180
"2012M07";"Odhod letal";"Italija";91
"2012M07";"Odhod letal";"Izrael";2474
"2012M07";"Odhod letal";"Japonska";204
"2012M07";"Odhod letal";"Jordanija";0
"2012M07";"Odhod letal";"Južna Afrika";0
"2012M07";"Odhod letal";"Kanada";0
"2012M07";"Odhod letal";"Katar";0
"2012M07";"Odhod letal";"Kazahstan";0
"2012M07";"Odhod letal";"Kirgizistan";0
"2012M07";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M07";"Odhod letal";"Kosovo";0
"2012M07";"Odhod letal";"Kuvajt";0
"2012M07";"Odhod letal";"Latvija";0
"2012M07";"Odhod letal";"Libanon";0
"2012M07";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M07";"Odhod letal";"Litva";78
"2012M07";"Odhod letal";"Luksemburg";65
"2012M07";"Odhod letal";"Madžarska";0
"2012M07";"Odhod letal";"Severna Makedonija";3357
"2012M07";"Odhod letal";"Malta";503
"2012M07";"Odhod letal";"Maroko";0
"2012M07";"Odhod letal";"Moldavija (Republika)";27
"2012M07";"Odhod letal";"Nemèija";9320
"2012M07";"Odhod letal";"Nigerija";0
"2012M07";"Odhod letal";"Nizozemska";1127
"2012M07";"Odhod letal";"Norveška";30
"2012M07";"Odhod letal";"Oman";0
"2012M07";"Odhod letal";"Pakistan";0
"2012M07";"Odhod letal";"Poljska";0
"2012M07";"Odhod letal";"Portugalska";0
"2012M07";"Odhod letal";"Romunija";0
"2012M07";"Odhod letal";"Ruska federacija";3150
"2012M07";"Odhod letal";"Saudska Arabija";0
"2012M07";"Odhod letal";"Sirska Arabska Republika";0
"2012M07";"Odhod letal";"Slovaška";0
"2012M07";"Odhod letal";"Slovenija";0
"2012M07";"Odhod letal";"Somalija";0
"2012M07";"Odhod letal";"Srbija";4120
"2012M07";"Odhod letal";"Srbija in Èrna Gora";0
"2012M07";"Odhod letal";"Sudan";0
"2012M07";"Odhod letal";"Španija";997
"2012M07";"Odhod letal";"Švedska";36
"2012M07";"Odhod letal";"Švica";2760
"2012M07";"Odhod letal";"Tanzanija";0
"2012M07";"Odhod letal";"Tunizija";1732
"2012M07";"Odhod letal";"Turèija";8671
"2012M07";"Odhod letal";"Turkmenistan";0
"2012M07";"Odhod letal";"Ukrajina";0
"2012M07";"Odhod letal";"Uzbekistan";0
"2012M07";"Odhod letal";"Združene države";0
"2012M07";"Odhod letal";"Združeni arabski emirati";0
"2012M07";"Odhod letal";"Združeno kraljestvo";6128
"2012M07";"Odhod letal";"Neznano";0
"2012M08";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";67731
"2012M08";"Odhod letal";"Afganistan";0
"2012M08";"Odhod letal";"Albanija";1187
"2012M08";"Odhod letal";"Alžirija";0
"2012M08";"Odhod letal";"Armenija";0
"2012M08";"Odhod letal";"Avstrija";2140
"2012M08";"Odhod letal";"Azerbajdžan";0
"2012M08";"Odhod letal";"Belgija";2015
"2012M08";"Odhod letal";"Belorusija";0
"2012M08";"Odhod letal";"Bolgarija";597
"2012M08";"Odhod letal";"Bosna in Hercegovina";649
"2012M08";"Odhod letal";"Ciper";0
"2012M08";"Odhod letal";"Èad";0
"2012M08";"Odhod letal";"Èeška republika";0
"2012M08";"Odhod letal";"Èrna Gora";825
"2012M08";"Odhod letal";"Danska";2047
"2012M08";"Odhod letal";"Egipt";2625
"2012M08";"Odhod letal";"Estonija";0
"2012M08";"Odhod letal";"Finska";1682
"2012M08";"Odhod letal";"Francija";2503
"2012M08";"Odhod letal";"Gibraltar";0
"2012M08";"Odhod letal";"Grèija";7364
"2012M08";"Odhod letal";"Gruzija";0
"2012M08";"Odhod letal";"Hrvaška";279
"2012M08";"Odhod letal";"Iran (Islamska republika)";0
"2012M08";"Odhod letal";"Irska";0
"2012M08";"Odhod letal";"Islandija";0
"2012M08";"Odhod letal";"Italija";0
"2012M08";"Odhod letal";"Izrael";3479
"2012M08";"Odhod letal";"Japonska";241
"2012M08";"Odhod letal";"Jordanija";0
"2012M08";"Odhod letal";"Južna Afrika";0
"2012M08";"Odhod letal";"Kanada";0
"2012M08";"Odhod letal";"Katar";0
"2012M08";"Odhod letal";"Kazahstan";0
"2012M08";"Odhod letal";"Kirgizistan";0
"2012M08";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M08";"Odhod letal";"Kosovo";0
"2012M08";"Odhod letal";"Kuvajt";0
"2012M08";"Odhod letal";"Latvija";0
"2012M08";"Odhod letal";"Libanon";0
"2012M08";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M08";"Odhod letal";"Litva";0
"2012M08";"Odhod letal";"Luksemburg";0
"2012M08";"Odhod letal";"Madžarska";0
"2012M08";"Odhod letal";"Severna Makedonija";1901
"2012M08";"Odhod letal";"Malta";624
"2012M08";"Odhod letal";"Maroko";0
"2012M08";"Odhod letal";"Moldavija (Republika)";0
"2012M08";"Odhod letal";"Nemèija";8722
"2012M08";"Odhod letal";"Nigerija";0
"2012M08";"Odhod letal";"Nizozemska";1420
"2012M08";"Odhod letal";"Norveška";0
"2012M08";"Odhod letal";"Oman";0
"2012M08";"Odhod letal";"Pakistan";0
"2012M08";"Odhod letal";"Poljska";0
"2012M08";"Odhod letal";"Portugalska";0
"2012M08";"Odhod letal";"Romunija";38
"2012M08";"Odhod letal";"Ruska federacija";3243
"2012M08";"Odhod letal";"Saudska Arabija";0
"2012M08";"Odhod letal";"Sirska Arabska Republika";0
"2012M08";"Odhod letal";"Slovaška";0
"2012M08";"Odhod letal";"Slovenija";0
"2012M08";"Odhod letal";"Somalija";0
"2012M08";"Odhod letal";"Srbija";2200
"2012M08";"Odhod letal";"Srbija in Èrna Gora";0
"2012M08";"Odhod letal";"Sudan";0
"2012M08";"Odhod letal";"Španija";1049
"2012M08";"Odhod letal";"Švedska";0
"2012M08";"Odhod letal";"Švica";3628
"2012M08";"Odhod letal";"Tanzanija";0
"2012M08";"Odhod letal";"Tunizija";2157
"2012M08";"Odhod letal";"Turèija";8649
"2012M08";"Odhod letal";"Turkmenistan";0
"2012M08";"Odhod letal";"Ukrajina";32
"2012M08";"Odhod letal";"Uzbekistan";0
"2012M08";"Odhod letal";"Združene države";0
"2012M08";"Odhod letal";"Združeni arabski emirati";0
"2012M08";"Odhod letal";"Združeno kraljestvo";6435
"2012M08";"Odhod letal";"Neznano";0
"2012M09";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";61883
"2012M09";"Odhod letal";"Afganistan";0
"2012M09";"Odhod letal";"Albanija";1164
"2012M09";"Odhod letal";"Alžirija";0
"2012M09";"Odhod letal";"Armenija";0
"2012M09";"Odhod letal";"Avstrija";3491
"2012M09";"Odhod letal";"Azerbajdžan";0
"2012M09";"Odhod letal";"Belgija";2995
"2012M09";"Odhod letal";"Belorusija";0
"2012M09";"Odhod letal";"Bolgarija";157
"2012M09";"Odhod letal";"Bosna in Hercegovina";633
"2012M09";"Odhod letal";"Ciper";0
"2012M09";"Odhod letal";"Èad";0
"2012M09";"Odhod letal";"Èeška republika";0
"2012M09";"Odhod letal";"Èrna Gora";1013
"2012M09";"Odhod letal";"Danska";1161
"2012M09";"Odhod letal";"Egipt";1753
"2012M09";"Odhod letal";"Estonija";0
"2012M09";"Odhod letal";"Finska";1933
"2012M09";"Odhod letal";"Francija";2500
"2012M09";"Odhod letal";"Gibraltar";0
"2012M09";"Odhod letal";"Grèija";3863
"2012M09";"Odhod letal";"Gruzija";0
"2012M09";"Odhod letal";"Hrvaška";71
"2012M09";"Odhod letal";"Iran (Islamska republika)";0
"2012M09";"Odhod letal";"Irska";0
"2012M09";"Odhod letal";"Islandija";0
"2012M09";"Odhod letal";"Italija";30
"2012M09";"Odhod letal";"Izrael";1627
"2012M09";"Odhod letal";"Japonska";215
"2012M09";"Odhod letal";"Jordanija";0
"2012M09";"Odhod letal";"Južna Afrika";0
"2012M09";"Odhod letal";"Kanada";0
"2012M09";"Odhod letal";"Katar";0
"2012M09";"Odhod letal";"Kazahstan";0
"2012M09";"Odhod letal";"Kirgizistan";0
"2012M09";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M09";"Odhod letal";"Kosovo";0
"2012M09";"Odhod letal";"Kuvajt";0
"2012M09";"Odhod letal";"Latvija";0
"2012M09";"Odhod letal";"Libanon";0
"2012M09";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M09";"Odhod letal";"Litva";0
"2012M09";"Odhod letal";"Luksemburg";0
"2012M09";"Odhod letal";"Madžarska";0
"2012M09";"Odhod letal";"Severna Makedonija";2040
"2012M09";"Odhod letal";"Malta";490
"2012M09";"Odhod letal";"Maroko";0
"2012M09";"Odhod letal";"Moldavija (Republika)";0
"2012M09";"Odhod letal";"Nemèija";10029
"2012M09";"Odhod letal";"Nigerija";0
"2012M09";"Odhod letal";"Nizozemska";1706
"2012M09";"Odhod letal";"Norveška";259
"2012M09";"Odhod letal";"Oman";0
"2012M09";"Odhod letal";"Pakistan";0
"2012M09";"Odhod letal";"Poljska";82
"2012M09";"Odhod letal";"Portugalska";0
"2012M09";"Odhod letal";"Romunija";0
"2012M09";"Odhod letal";"Ruska federacija";2974
"2012M09";"Odhod letal";"Saudska Arabija";0
"2012M09";"Odhod letal";"Sirska Arabska Republika";0
"2012M09";"Odhod letal";"Slovaška";0
"2012M09";"Odhod letal";"Slovenija";0
"2012M09";"Odhod letal";"Somalija";0
"2012M09";"Odhod letal";"Srbija";2303
"2012M09";"Odhod letal";"Srbija in Èrna Gora";0
"2012M09";"Odhod letal";"Sudan";0
"2012M09";"Odhod letal";"Španija";494
"2012M09";"Odhod letal";"Švedska";0
"2012M09";"Odhod letal";"Švica";4621
"2012M09";"Odhod letal";"Tanzanija";0
"2012M09";"Odhod letal";"Tunizija";707
"2012M09";"Odhod letal";"Turèija";6855
"2012M09";"Odhod letal";"Turkmenistan";0
"2012M09";"Odhod letal";"Ukrajina";0
"2012M09";"Odhod letal";"Uzbekistan";0
"2012M09";"Odhod letal";"Združene države";0
"2012M09";"Odhod letal";"Združeni arabski emirati";0
"2012M09";"Odhod letal";"Združeno kraljestvo";6717
"2012M09";"Odhod letal";"Neznano";0
"2012M10";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";49124
"2012M10";"Odhod letal";"Afganistan";0
"2012M10";"Odhod letal";"Albanija";1090
"2012M10";"Odhod letal";"Alžirija";0
"2012M10";"Odhod letal";"Armenija";0
"2012M10";"Odhod letal";"Avstrija";3097
"2012M10";"Odhod letal";"Azerbajdžan";0
"2012M10";"Odhod letal";"Belgija";2725
"2012M10";"Odhod letal";"Belorusija";0
"2012M10";"Odhod letal";"Bolgarija";0
"2012M10";"Odhod letal";"Bosna in Hercegovina";552
"2012M10";"Odhod letal";"Ciper";0
"2012M10";"Odhod letal";"Èad";0
"2012M10";"Odhod letal";"Èeška republika";0
"2012M10";"Odhod letal";"Èrna Gora";832
"2012M10";"Odhod letal";"Danska";507
"2012M10";"Odhod letal";"Egipt";1583
"2012M10";"Odhod letal";"Estonija";0
"2012M10";"Odhod letal";"Finska";1413
"2012M10";"Odhod letal";"Francija";2506
"2012M10";"Odhod letal";"Gibraltar";0
"2012M10";"Odhod letal";"Grèija";0
"2012M10";"Odhod letal";"Gruzija";0
"2012M10";"Odhod letal";"Hrvaška";129
"2012M10";"Odhod letal";"Iran (Islamska republika)";0
"2012M10";"Odhod letal";"Irska";0
"2012M10";"Odhod letal";"Islandija";354
"2012M10";"Odhod letal";"Italija";0
"2012M10";"Odhod letal";"Izrael";973
"2012M10";"Odhod letal";"Japonska";0
"2012M10";"Odhod letal";"Jordanija";141
"2012M10";"Odhod letal";"Južna Afrika";0
"2012M10";"Odhod letal";"Kanada";0
"2012M10";"Odhod letal";"Katar";0
"2012M10";"Odhod letal";"Kazahstan";0
"2012M10";"Odhod letal";"Kirgizistan";0
"2012M10";"Odhod letal";"Kitajska (Ljudska republika)";0
"2012M10";"Odhod letal";"Kosovo";0
"2012M10";"Odhod letal";"Kuvajt";0
"2012M10";"Odhod letal";"Latvija";0
"2012M10";"Odhod letal";"Libanon";0
"2012M10";"Odhod letal";"Libijska Arabska Džamahirija";0
"2012M10";"Odhod letal";"Litva";0
"2012M10";"Odhod letal";"Luksemburg";0
"2012M10";"Odhod letal";"Madžarska";0
"2012M10";"Odhod letal";"Severna Makedonija";2149
"2012M10";"Odhod letal";"Malta";0
"2012M10";"Odhod letal";"Maroko";5
"2012M10";"Odhod letal";"Moldavija (Republika)";0
"2012M10";"Odhod letal";"Nemèija";9048
"2012M10";"Odhod letal";"Nigerija";0
"2012M10";"Odhod letal";"Nizozemska";1108
"2012M10";"Odhod letal";"Norveška";0
"2012M10";"Odhod letal";"Oman";0
"2012M10";"Odhod letal";"Pakistan";0
"2012M10";"Odhod letal";"Poljska";0
"2012M10";"Odhod letal";"Portugalska";0
"2012M10";"Odhod letal";"Romunija";0
"2012M10";"Odhod letal";"Ruska federacija";3115
"2012M10";"Odhod letal";"Saudska Arabija";0
"2012M10";"Odhod letal";"Sirska Arabska Republika";0
"2012M10";"Odhod letal";"Slovaška";0
"2012M10";"Odhod letal";"Slovenija";0
"2012M10";"Odhod letal";"Somalija";0
"2012M10";"Odhod letal";"Srbija";1761
"2012M10";"Odhod letal";"Srbija in Èrna Gora";0
"2012M10";"Odhod letal";"Sudan";0
"2012M10";"Odhod letal";"Španija";25
"2012M10";"Odhod letal";"Švedska";0
"2012M10";"Odhod letal";"Švica";3619
"2012M10";"Odhod letal";"Tanzanija";0
"2012M10";"Odhod letal";"Tunizija";626
"2012M10";"Odhod letal";"Turèija";7136
"2012M10";"Odhod letal";"Turkmenistan";0
"2012M10";"Odhod letal";"Ukrajina";0
"2012M10";"Odhod letal";"Uzbekistan";0
"2012M10";"Odhod letal";"Združene države";0
"2012M10";"Odhod letal";"Združeni arabski emirati";0
"2012M10";"Odhod letal";"Združeno kraljestvo";4630
"2012M10";"Odhod letal";"Neznano";0
"2012M11";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";37354
"2012M11";"Odhod letal";"Afganistan";0
"2012M11";"Odhod letal";"Albanija";976
"2012M11";"Odhod letal";"Alžirija";0
"2012M11";"Odhod letal";"Armenija";0
"2012M11";"Odhod letal";"Avstrija";2793
"2012M11";"Odhod letal";"Azerbajdžan";0
"2012M11";"Odhod letal";"Belgija";3470
"2012M11";"Odhod letal";"Belorusija";0
"2012M11";"Odhod letal";"Bolgarija";0
